-0.007076	0.000000	0.007076	0.014134	0.021157	0.028127	0.035028	0.041840	0.048547	0.055132	0.061577	0.067865	0.073980	0.079904	0.085621	0.091116	0.096372	0.101374	0.106108	0.110560	0.114715	0.118563	0.122090	0.125286	0.128141	0.130646	0.132793	0.134576	0.135989	0.137029	0.137691	0.137975	0.137880	0.137408	0.136560	0.135340	0.133753	0.131805	0.129504	0.126856	0.123873	0.120563	0.116939	0.113011	0.108793	0.104298	0.099540	0.094533	0.089292	0.083832	0.078167	0.072315	0.066289	0.060107	0.053783	0.047334	0.040775	0.034123	0.027392	0.020598	0.013758	0.006887	0.000000	-0.006887	
-0.007082	0.000000	0.007082	0.014146	0.021175	0.028152	0.035058	0.041876	0.048589	0.055179	0.061630	0.067923	0.074043	0.079972	0.085695	0.091194	0.096454	0.101461	0.106199	0.110655	0.114814	0.118665	0.122195	0.125394	0.128251	0.130758	0.132907	0.134692	0.136106	0.137146	0.137809	0.138094	0.137999	0.137526	0.136677	0.135456	0.133868	0.131919	0.129615	0.126965	0.123979	0.120667	0.117039	0.113108	0.108887	0.104388	0.099626	0.094614	0.089369	0.083904	0.078235	0.072377	0.066346	0.060159	0.053829	0.047375	0.040810	0.034152	0.027415	0.020616	0.013770	0.006893	0.000000	-0.006893	
-0.007100	0.000000	0.007100	0.014183	0.021230	0.028224	0.035148	0.041983	0.048714	0.055321	0.061788	0.068098	0.074233	0.080178	0.085915	0.091428	0.096702	0.101722	0.106472	0.110939	0.115109	0.118969	0.122509	0.125716	0.128580	0.131094	0.133249	0.135038	0.136456	0.137499	0.138163	0.138448	0.138353	0.137879	0.137028	0.135804	0.134212	0.132257	0.129948	0.127291	0.124297	0.120977	0.117340	0.113399	0.109166	0.104656	0.099882	0.094857	0.089598	0.084119	0.078435	0.072563	0.066517	0.060313	0.053968	0.047496	0.040915	0.034240	0.027486	0.020669	0.013805	0.006911	0.000000	-0.006911	
-0.007130	0.000000	0.007130	0.014243	0.021320	0.028344	0.035297	0.042161	0.048920	0.055555	0.062050	0.068386	0.074548	0.080517	0.086279	0.091815	0.097112	0.102153	0.106923	0.111409	0.115597	0.119473	0.123028	0.126248	0.129125	0.131649	0.133813	0.135610	0.137034	0.138081	0.138749	0.139035	0.138939	0.138463	0.137609	0.136380	0.134781	0.132818	0.130498	0.127831	0.124824	0.121489	0.117837	0.113879	0.109629	0.105099	0.100305	0.095259	0.089978	0.084476	0.078768	0.072870	0.066799	0.060569	0.054196	0.047698	0.041089	0.034385	0.027602	0.020757	0.013864	0.006940	0.000000	-0.006940	
-0.007172	0.000000	0.007172	0.014326	0.021444	0.028509	0.035503	0.042408	0.049206	0.055880	0.062413	0.068786	0.074984	0.080988	0.086783	0.092352	0.097680	0.102750	0.107548	0.112060	0.116273	0.120172	0.123747	0.126987	0.129880	0.132419	0.134596	0.136403	0.137835	0.138889	0.139560	0.139848	0.139752	0.139273	0.138413	0.137177	0.135569	0.133594	0.131261	0.128578	0.125554	0.122200	0.118526	0.114545	0.110270	0.105714	0.100891	0.095816	0.090504	0.084969	0.079228	0.073296	0.067189	0.060923	0.054513	0.047977	0.041329	0.034586	0.027764	0.020878	0.013945	0.006980	0.000000	-0.006980	
-0.007225	0.000000	0.007225	0.014432	0.021602	0.028719	0.035765	0.042721	0.049569	0.056292	0.062873	0.069293	0.075537	0.081585	0.087423	0.093033	0.098400	0.103507	0.108341	0.112886	0.117130	0.121058	0.124659	0.127923	0.130838	0.133396	0.135588	0.137409	0.138851	0.139913	0.140589	0.140879	0.140782	0.140300	0.139434	0.138188	0.136568	0.134579	0.132229	0.129526	0.126480	0.123101	0.119400	0.115390	0.111083	0.106493	0.101635	0.096523	0.091171	0.085596	0.079812	0.073837	0.067684	0.061372	0.054915	0.048330	0.041634	0.034841	0.027968	0.021032	0.014048	0.007032	0.000000	-0.007032	
-0.007288	0.000000	0.007288	0.014558	0.021792	0.028972	0.036079	0.043096	0.050005	0.056787	0.063426	0.069903	0.076201	0.082303	0.088192	0.093851	0.099265	0.104417	0.109294	0.113879	0.118159	0.122122	0.125755	0.129047	0.131988	0.134568	0.136780	0.138616	0.140072	0.141143	0.141825	0.142117	0.142020	0.141533	0.140660	0.139403	0.137769	0.135762	0.133392	0.130665	0.127592	0.124183	0.120449	0.116404	0.112059	0.107430	0.102529	0.097371	0.091973	0.086348	0.080514	0.074486	0.068279	0.061911	0.055398	0.048755	0.042000	0.035147	0.028214	0.021217	0.014171	0.007094	0.000000	-0.007094	
-0.007362	0.000000	0.007362	0.014705	0.022012	0.029264	0.036443	0.043531	0.050509	0.057360	0.064065	0.070607	0.076969	0.083133	0.089081	0.094797	0.100266	0.105470	0.110396	0.115027	0.119351	0.123354	0.127024	0.130349	0.133319	0.135925	0.138159	0.140014	0.141485	0.142566	0.143255	0.143551	0.143452	0.142960	0.142078	0.140809	0.139158	0.137132	0.134737	0.131983	0.128878	0.125435	0.121664	0.117578	0.113190	0.108513	0.103563	0.098353	0.092900	0.087219	0.081326	0.075237	0.068968	0.062536	0.055957	0.049247	0.042423	0.035502	0.028499	0.021431	0.014314	0.007165	0.000000	-0.007165	
-0.007444	0.000000	0.007444	0.014870	0.022259	0.029593	0.036853	0.044020	0.051077	0.058004	0.064785	0.071401	0.077834	0.084067	0.090082	0.095863	0.101393	0.106656	0.111636	0.116320	0.120692	0.124740	0.128451	0.131814	0.134817	0.137453	0.139712	0.141588	0.143075	0.144168	0.144865	0.145164	0.145064	0.144567	0.143675	0.142392	0.140722	0.138673	0.136251	0.133466	0.130327	0.126845	0.123031	0.118899	0.114462	0.109733	0.104727	0.099459	0.093944	0.088199	0.082240	0.076083	0.069743	0.063239	0.056586	0.049800	0.042900	0.035901	0.028819	0.021672	0.014475	0.007246	0.000000	-0.007246	
-0.007536	0.000000	0.007536	0.015053	0.022532	0.029955	0.037304	0.044559	0.051702	0.058714	0.065578	0.072275	0.078787	0.085096	0.091185	0.097036	0.102634	0.107961	0.113003	0.117744	0.122170	0.126267	0.130024	0.133427	0.136468	0.139136	0.141422	0.143321	0.144826	0.145933	0.146638	0.146941	0.146840	0.146337	0.145434	0.144135	0.142445	0.140370	0.137919	0.135100	0.131922	0.128398	0.124538	0.120355	0.115863	0.111076	0.106009	0.100676	0.095094	0.089279	0.083247	0.077014	0.070597	0.064013	0.057278	0.050410	0.043425	0.036340	0.029172	0.021937	0.014652	0.007334	0.000000	-0.007334	
