-0.000165	-0.000000	0.000165	0.000331	0.000497	0.000663	0.000831	0.000999	0.001167	0.001337	0.001506	0.001676	0.001846	0.002014	0.002181	0.002346	0.002508	0.002666	0.002820	0.002967	0.003108	0.003241	0.003364	0.003478	0.003582	0.003673	0.003752	0.003818	0.003869	0.003907	0.003929	0.003937	0.003930	0.003908	0.003871	0.003820	0.003755	0.003677	0.003587	0.003485	0.003373	0.003251	0.003120	0.002982	0.002837	0.002687	0.002532	0.002374	0.002214	0.002052	0.001889	0.001726	0.001564	0.001402	0.001241	0.001082	0.000924	0.000767	0.000612	0.000458	0.000305	0.000152	-0.000000	-0.000152	
-0.000218	0.000000	0.000218	0.000436	0.000656	0.000878	0.001102	0.001329	0.001558	0.001791	0.002026	0.002265	0.002505	0.002746	0.002988	0.003229	0.003468	0.003704	0.003935	0.004158	0.004373	0.004578	0.004770	0.004948	0.005110	0.005254	0.005379	0.005483	0.005566	0.005625	0.005662	0.005674	0.005662	0.005627	0.005568	0.005486	0.005383	0.005259	0.005116	0.004955	0.004779	0.004589	0.004387	0.004174	0.003954	0.003727	0.003496	0.003261	0.003026	0.002790	0.002556	0.002324	0.002095	0.001870	0.001648	0.001431	0.001217	0.001008	0.000802	0.000599	0.000398	0.000198	0.000000	-0.000198	
-0.000278	-0.000000	0.000278	0.000558	0.000841	0.001129	0.001424	0.001725	0.002035	0.002353	0.002680	0.003016	0.003360	0.003711	0.004067	0.004427	0.004788	0.005149	0.005505	0.005855	0.006194	0.006519	0.006827	0.007113	0.007376	0.007611	0.007815	0.007986	0.008122	0.008220	0.008279	0.008299	0.008280	0.008220	0.008123	0.007988	0.007817	0.007613	0.007379	0.007118	0.006832	0.006526	0.006203	0.005867	0.005520	0.005167	0.004811	0.004454	0.004100	0.003751	0.003408	0.003074	0.002749	0.002435	0.002131	0.001837	0.001553	0.001279	0.001012	0.000753	0.000499	0.000249	-0.000000	-0.000249	
-0.000375	0.000000	0.000375	0.000752	0.001134	0.001522	0.001918	0.002325	0.002742	0.003171	0.003611	0.004064	0.004527	0.004999	0.005479	0.005965	0.006452	0.006937	0.007418	0.007888	0.008345	0.008783	0.009198	0.009584	0.009938	0.010254	0.010530	0.010760	0.010943	0.011075	0.011155	0.011182	0.011156	0.011076	0.010944	0.010762	0.010532	0.010258	0.009943	0.009590	0.009206	0.008793	0.008358	0.007904	0.007437	0.006962	0.006482	0.006002	0.005525	0.005054	0.004592	0.004142	0.003704	0.003280	0.002871	0.002475	0.002093	0.001723	0.001364	0.001015	0.000672	0.000335	0.000000	-0.000335	
-0.000500	0.000000	0.000500	0.001003	0.001512	0.002029	0.002558	0.003099	0.003656	0.004227	0.004815	0.005418	0.006036	0.006666	0.007306	0.007953	0.008602	0.009250	0.009890	0.010518	0.011127	0.011711	0.012264	0.012779	0.013251	0.013672	0.014040	0.014347	0.014590	0.014767	0.014874	0.014910	0.014874	0.014768	0.014592	0.014349	0.014043	0.013677	0.013257	0.012787	0.012274	0.011724	0.011144	0.010539	0.009917	0.009282	0.008643	0.008002	0.007366	0.006739	0.006123	0.005523	0.004939	0.004374	0.003827	0.003300	0.002790	0.002297	0.001819	0.001353	0.000896	0.000446	0.000000	-0.000446	
-0.000660	0.000000	0.000660	0.001323	0.001994	0.002677	0.003375	0.004089	0.004823	0.005578	0.006353	0.007149	0.007964	0.008795	0.009640	0.010493	0.011350	0.012205	0.013050	0.013878	0.014681	0.015452	0.016182	0.016861	0.017483	0.018040	0.018525	0.018930	0.019251	0.019484	0.019625	0.019673	0.019626	0.019486	0.019254	0.018933	0.018529	0.018047	0.017492	0.016872	0.016195	0.015470	0.014704	0.013906	0.013084	0.012248	0.011403	0.010558	0.009719	0.008891	0.008079	0.007287	0.006517	0.005771	0.005050	0.004354	0.003681	0.003031	0.002400	0.001785	0.001183	0.000589	0.000000	-0.000589	
-0.000861	0.000000	0.000861	0.001728	0.002604	0.003496	0.004406	0.005340	0.006298	0.007283	0.008296	0.009335	0.010399	0.011484	0.012587	0.013701	0.014820	0.015936	0.017039	0.018121	0.019170	0.020176	0.021129	0.022016	0.022829	0.023556	0.024188	0.024717	0.025137	0.025441	0.025625	0.025687	0.025626	0.025443	0.025140	0.024722	0.024194	0.023564	0.022839	0.022030	0.021147	0.020199	0.019199	0.018157	0.017085	0.015992	0.014890	0.013786	0.012691	0.011610	0.010549	0.009515	0.008509	0.007535	0.006594	0.005685	0.004807	0.003957	0.003133	0.002330	0.001544	0.000769	0.000000	-0.000769	
-0.001113	0.000000	0.001113	0.002232	0.003365	0.004517	0.005694	0.006900	0.008138	0.009411	0.010719	0.012062	0.013437	0.014839	0.016264	0.017704	0.019150	0.020591	0.022017	0.023414	0.024770	0.026070	0.027301	0.028448	0.029498	0.030437	0.031254	0.031938	0.032480	0.032873	0.033111	0.033191	0.033112	0.032876	0.032484	0.031944	0.031262	0.030448	0.029512	0.028466	0.027324	0.026100	0.024808	0.023462	0.022076	0.020664	0.019240	0.017814	0.016398	0.015001	0.013631	0.012294	0.010995	0.009737	0.008520	0.007346	0.006211	0.005113	0.004049	0.003011	0.001995	0.000994	0.000000	-0.000994	
-0.001423	0.000000	0.001423	0.002854	0.004303	0.005776	0.007281	0.008823	0.010406	0.012034	0.013707	0.015423	0.017181	0.018975	0.020797	0.022638	0.024486	0.026330	0.028153	0.029940	0.031673	0.033336	0.034910	0.036376	0.037718	0.038919	0.039964	0.040839	0.041532	0.042034	0.042339	0.042441	0.042340	0.042038	0.041537	0.040847	0.039974	0.038933	0.037736	0.036399	0.034939	0.033374	0.031721	0.030000	0.028228	0.026423	0.024601	0.022778	0.020968	0.019182	0.017430	0.015721	0.014059	0.012450	0.010895	0.009393	0.007942	0.006539	0.005177	0.003851	0.002551	0.001271	0.000000	-0.001271	
-0.001800	0.000000	0.001800	0.003612	0.005445	0.007309	0.009213	0.011164	0.013168	0.015227	0.017344	0.019517	0.021741	0.024010	0.026316	0.028645	0.030985	0.033317	0.035624	0.037885	0.040079	0.042183	0.044174	0.046030	0.047728	0.049248	0.050570	0.051677	0.052554	0.053190	0.053575	0.053705	0.053577	0.053194	0.052561	0.051686	0.050583	0.049265	0.047751	0.046059	0.044212	0.042231	0.040140	0.037962	0.035719	0.033435	0.031130	0.028823	0.026532	0.024272	0.022056	0.019893	0.017791	0.015754	0.013786	0.011886	0.010050	0.008274	0.006551	0.004872	0.003228	0.001608	0.000000	-0.001608	
